1398866542708,0.22851563,-0.061813354,9.915939
1398866542734,0.24874878,-0.07847595,9.931412
1398866542746,0.2392273,-0.055862427,9.975449
1398866542766,0.19400024,-0.055862427,9.959976
1398866542787,0.19281006,-0.07371521,9.946884
1398866542807,0.23208618,-0.07371521,9.959976
1398866542827,0.21185303,-0.046340942,9.934982
1398866542847,0.22137451,-0.05467224,9.964737
1398866542867,0.19638062,-0.064193726,9.956406
1398866542887,0.21661377,-0.06300354,9.970688
1398866542907,0.21304321,-0.045150757,9.930222
1398866542927,0.21661377,-0.057052612,9.948074
1398866542947,0.22613525,-0.047531128,9.937363
1398866542967,0.24874878,-0.04396057,9.931412
1398866542987,0.24636841,-0.09037781,9.963547
1398866543008,0.22018433,-0.093948364,9.957596
1398866543028,0.24041748,-0.06895447,9.980209
1398866543048,0.20471191,-0.08918762,9.98259
1398866543068,0.21661377,-0.085617065,9.950455
1398866543089,0.21542358,-0.07371521,9.930222
1398866543108,0.22732544,-0.06776428,9.962357
1398866543128,0.18804932,-0.07014465,9.976639
1398866543149,0.20828247,-0.08204651,9.988541
1398866543169,0.22851563,-0.061813354,9.938553
1398866543189,0.22970581,-0.047531128,9.961166
1398866543209,0.20352173,-0.064193726,9.937363
1398866543229,0.24636841,-0.07847595,9.931412
1398866543249,0.22137451,-0.05229187,9.9171295
1398866543270,0.20471191,-0.05467224,9.955215
1398866543290,0.21066284,-0.048721313,9.958786
1398866543310,0.230896,-0.058242798,9.9683075
1398866543330,0.19995117,-0.034439087,9.915939
1398866543350,0.21661377,-0.083236694,9.993301
1398866543370,0.24279785,-0.06300354,9.948074
1398866543391,0.230896,-0.05229187,9.943314
1398866543410,0.18566895,-0.058242798,9.948074
1398866543431,0.20352173,-0.06776428,9.961166
1398866543451,0.2059021,-0.064193726,9.955215
1398866543471,0.24279785,-0.07133484,9.962357
1398866543491,0.2142334,-0.07728577,9.993301
1398866543511,0.20233154,-0.07133484,9.951645
1398866543531,0.2142334,-0.064193726,9.939743
1398866543551,0.2475586,-0.057052612,9.958786
1398866543572,0.19876099,-0.08204651,9.967117
1398866543592,0.21661377,-0.08204651,9.955215
1398866543612,0.22732544,-0.074905396,9.943314
1398866543632,0.21066284,-0.05467224,9.951645
1398866543652,0.19876099,-0.058242798,9.946884
1398866543672,0.19995117,-0.038009644,9.92308
1398866543693,0.23208618,-0.06300354,9.914749
1398866543713,0.1975708,-0.064193726,9.959976
1398866543733,0.1975708,-0.0499115,9.951645
1398866543753,0.18566895,-0.05229187,9.962357
1398866543773,0.21066284,-0.053482056,9.938553
1398866543793,0.21185303,-0.058242798,9.992111
1398866543813,0.2142334,-0.046340942,9.940933
1398866543833,0.25231934,-0.047531128,9.952835
1398866543854,0.22137451,-0.055862427,9.943314
1398866543874,0.19519043,-0.06895447,9.938553
1398866543894,0.21542358,-0.04396057,9.940933
1398866543914,0.22732544,-0.072525024,9.9361725
1398866543934,0.21899414,-0.07371521,9.91832
1398866543954,0.22137451,-0.05467224,9.932602
1398866543974,0.19161987,-0.08085632,9.993301
1398866544398,0.2808838,-0.024917603,9.889755
1398866544599,0.21899414,-0.055862427,9.98735
1398866544801,0.17376709,-0.06776428,9.915939
1398866545002,0.23565674,-0.06300354,9.944504
1398866545204,0.23565674,-0.115371704,9.932602
1398866545405,0.19042969,-0.1320343,9.901657
1398866545606,0.1642456,-0.096328735,9.927841
1398866545813,0.23565674,0.020309448,10.004013
1398866546012,0.17138672,0.02507019,9.901657
1398866546212,0.16186523,-0.055862427,9.98735
1398866546417,0.21899414,0.010787964,10.054001
1398866546616,0.22851563,-0.0415802,10.011154
1398866546819,0.2142334,-0.06776428,9.951645
1398866547018,0.24279785,-0.07728577,9.996872
1398866547219,0.17376709,-0.08442688,9.949265
1398866547420,0.20709229,-0.036819458,9.951645
1398866547623,0.17138672,-0.055862427,9.973068
1398866547823,0.20471191,-0.096328735,9.977829
1398866548023,0.20709229,-0.06300354,9.949265
1398866548233,0.18328857,-0.074905396,9.951645
1398866548433,0.16662598,-0.08680725,9.973068
1398866548631,0.23565674,-0.06300354,10.030197
1398866548837,0.2546997,-0.21058655,10.04686
1398866549032,-8.376526,-5.383133,14.119675
1398866549353,-6.4877014,0.6737213,7.0547333
1398866549373,-4.316803,-0.57359314,6.700058
1398866549394,-4.432251,-1.1294098,5.213516
1398866549414,-3.6681519,-1.9875336,7.0951996
1398866549435,-4.444153,-3.1539154,7.695053
1398866549454,-4.3060913,-2.3207855,6.2168427
1398866549475,-2.8754883,-0.37721252,4.582718
1398866549498,-4.381073,-0.3700714,4.0745087
1398866549519,-7.6362305,-0.30699158,6.4215546
1398866549542,-9.534576,0.30952454,9.681473
1398866549563,-8.675262,0.7903595,9.438675
1398866549581,-10.154663,0.46424866,6.1442413
1398866549600,-12.0625305,1.2247772,4.1566315
1398866549617,-12.707611,1.8829498,3.2401886
1398866549638,-12.418396,1.9710236,3.4579926
1398866549657,-11.907806,1.9555511,3.9900055
1398866549678,-11.924469,0.79273987,3.8876495
1398866549697,-11.4841,-0.44743347,3.563919
1398866549719,-10.942566,-0.57954407,3.7257843
1398866549745,-10.239166,-0.1320343,4.2018585
1398866549763,-9.629791,-0.6842804,5.6134186
1398866549782,-8.2099,-1.509079,5.55748
1398866549803,-6.498413,-1.0972748,3.4389496
1398866549824,-5.348694,-0.9044647,3.3235016
1398866549845,-5.0570984,-1.0353851,4.050705
1398866549861,-5.6783752,-2.3065033,3.3937225
1398866549878,-6.5186462,-2.515976,2.7272186
1398866549902,-7.1113586,-2.1981964,1.3418427
1398866549925,-8.251556,-1.9494476,-0.71836853
1398866549945,-9.233459,-3.331253,-1.202774
1398866549964,-9.678589,-3.5919037,-1.8811798
1398866549978,-7.6171875,-2.8016205,-2.761917
1398866550003,-8.635986,-4.710678,-0.21611023
1398866550019,-12.320801,-7.4135895,8.258011
1398866550041,-16.29364,-4.954666,3.100937
1398866550066,-6.3472595,-9.02153,-4.645981
1398866550082,-6.2710876,-14.710617,-1.2789459
1398866550104,-13.243195,-10.812759,7.7307587
1398866550126,-8.671692,-7.8896637,3.9971466
1398866550147,-3.0944824,0.38807678,1.7262726
1398866550167,0.1071167,-0.8878021,2.7462616
1398866550181,-10.746185,-12.943192,5.184952
1398866550202,-3.3729858,-10.669937,2.5379791
1398866550226,-4.495331,-6.313858,3.575821
1398866550251,-4.1977844,-5.134384,-2.65242
1398866550260,-4.6083984,-4.0667877,0.82173157
1398866550281,-5.3451233,-7.569504,2.5855865
1398866550303,-5.7378845,-9.754684,1.3882599
1398866550324,-4.272766,-10.428329,0.12309265
1398866550345,-7.4255676,-9.520218,0.2671051
1398866550362,-10.166565,-6.5471344,-0.7052765
1398866550382,-6.903076,-1.9054108,-2.2965546
1398866550406,1.8400269,-1.6007233,-1.8335724
